,DATE,COUNT,Req GSM,K.Dia,Gauge,ACT- COUNT,WEIGHT,STREN,TM,LL in mm,CPI,WPI,L,W,Fabric Width Inches
33,2016-11-17,40/1KHY,150,19,24,37.82843,1.713,59.04947,3.7037747039040334,2.22077592611342,135.0480034158168,21.526687332239486,5,5,33.25732329134548
34,2016-11-17,40/1KHY,150,19,24,39.8035,1.628,56.91242,3.6107139900206517,2.110579890378149,145.7614182910018,22.081505270248222,5,5,32.42170274345396
35,2016-11-17,40/1KHY,150,19,24,38.20761,1.696,56.27056,3.68535037599783,2.1987364995263157,137.08359980078166,21.63430661010424,5,5,33.09188562880178
36,2016-11-17,40/1KHY,150,19,24,38.27532,1.693,59.37862,3.6820891945089533,2.1948468795732254,137.4481623157625,21.653467851593657,5,5,33.062602485047655
37,2016-11-17,40/1KHY,150,19,24,38.68663,1.675,59.54073,3.6624632012956404,2.1715116221461175,139.66964911342035,21.76950200395039,5,5,32.88637470301737
38,2016-11-17,40/1KHY,150,19,24,38.36596,1.689,59.00708,3.677737134550359,2.1896615298214006,137.93668889766474,21.67909154000693,5,5,33.02352401062702
39,2016-11-17,40/1KHY,150,19,24,39.17781,1.654,55.03274,3.6394322728048927,2.144286948828091,142.338021823657,21.90726300796154,5,5,32.679572968098306
40,2016-11-18,40/1KHY,150,19,24,38.59447,1.679,60.77045,3.6668334044587474,2.176696989663718,139.17086106193597,21.74355668928154,5,5,32.92561609080781
41,2016-11-18,40/1KHY,150,19,24,39.53637,1.639,61.53049,3.6228914646077217,2.1248401577248157,144.296527817319,22.007283623836905,5,5,32.53104800378728
42,2016-11-18,40/1KHY,150,19,24,38.45704,1.685,63.83062,3.673379455637067,2.1844756296029715,138.42816859407654,21.7048091445191,5,5,32.98439508189751
43,2016-11-18,40/1KHY,150,19,24,39.17781,1.654,63.17381,3.6394322728048927,2.144286948828091,142.338021823657,21.90726300796154,5,5,32.679572968098306
44,2016-11-18,40/1KHY,150,19,24,37.93917,1.708,60.92553,3.6983653110829073,2.214293740919126,135.64145213849295,21.558173218062795,5,5,33.208750702501874
45,2016-11-18,40/1KHY,150,19,24,38.84899,1.668,58.33366,3.654801996807278,2.162436312158094,140.54981908692469,21.815135284934634,5,5,32.817582410062286
46,2016-11-18,40/1KHY,150,19,24,38.77924,1.671,59.18349,3.658087361781532,2.1663257626159425,140.17147147877202,21.795542892986173,5,5,32.847082704711326
47,2016-11-18,40/1KHY,150,19,24,39.34433,1.647,65.05847,3.6317223833733006,2.135211520101287,143.24646828564875,21.953770575917023,5,5,32.61034351818152
48,2016-11-18,40/1KHY,150,19,24,38.25272,1.694,60.94299,3.6831767371513937,2.1961436119226727,137.32644406950956,21.647074167194045,5,5,33.072367862303096
49,2016-11-18,40/1KHY,150,19,24,38.00593,1.705,61.93844,3.6951156683440045,2.2104041834173422,135.99963363500765,21.577132397517516,5,5,33.17957116870487
50,2016-11-18,40/1KHY,150,19,24,38.52563,1.682,61.6776,3.6701080056799875,2.180586447688634,138.79867372513613,21.724156312731687,5,5,32.95501973443392
51,2016-11-18,40/1KHY,150,19,24,39.29661,1.649,57.7232,3.633926812844517,2.137804422993909,142.98593589186504,21.94045287818827,5,5,32.63013776309602
52,2016-11-18,40/1KHY,150,19,24,38.80246,1.67,60.83677,3.6569926695916704,2.16502939933877,140.29738686824678,21.80206721850018,5,5,32.83725312948787
53,2016-11-18,40/1KHY,150,19,24,38.87229,1.667,60.49213,3.6537064908429633,2.1611401506488725,140.67628190201853,21.82167620738609,5,5,32.80774552770969
54,2016-11-18,40/1KHY,150,19,24,38.52563,1.682,58.11872,3.6701080056799875,2.180586447688634,138.79867372513613,21.724156312731687,5,5,32.95501973443392
55,2016-11-18,40/1KHY,150,19,24,38.50274,1.683,62.93042,3.6711987889604796,2.181882813188533,138.6749912697362,21.717701650957448,5,5,32.96481421036732
56,2016-11-18,40/1KHY,150,19,24,38.38869,1.688,59.06379,3.676648176540739,2.188365027998264,138.05928840795346,21.68551250259029,5,5,33.013745924357785
57,2016-11-18,40/1KHY,150,19,24,38.14015,1.699,64.08398,3.6886081489775986,2.202625492208779,136.7207044318493,21.61519922415706,5,5,33.12113816651251
58,2016-11-18,40/1KHY,150,19,24,38.96579,1.663,63.33588,3.6493202492596906,2.155954406844226,141.18414258882353,21.84790441895973,5,5,32.76836012605038
59,2016-11-18,40/1KHY,150,19,24,38.59447,1.679,58.79298,3.6668334044587474,2.176696989663718,139.17086106193597,21.74355668928154,5,5,32.92561609080781
60,2016-11-19,40/1KHY,150,19,24,39.46413,1.642,64.49503,3.626205841724829,2.128729726631923,143.90122528574173,21.98716881501573,5,5,32.56080880732019
61,2016-11-19,40/1KHY,150,19,24,38.32058,1.691,69.93264,3.679914115301796,2.19225457095552,137.692030002401,21.66626652194605,5,5,33.04307178511051
62,2016-11-19,40/1KHY,150,19,24,39.29661,1.649,68.59805,3.633926812844517,2.137804422993909,142.98593589186504,21.94045287818827,5,5,32.63013776309602
63,2016-11-19,40/1KHY,150,19,24,38.34326,1.69,65.2526,3.6788256215550468,2.1909578545660087,137.81428743925235,21.67267715350367,5,5,33.03329786759926
64,2016-11-19,40/1KHY,150,19,24,38.80246,1.67,62.29067,3.6569926695916704,2.16502939933877,140.29738686824678,21.80206721850018,5,5,32.83725312948787
65,2016-11-19,40/1KHY,150,19,24,38.61747,1.678,63.47363,3.6657412856645943,2.17540058079068,139.29528588165113,21.750034655144802,5,5,32.91580962288971
66,2016-11-19,40/1KHY,150,19,24,38.47987,1.684,66.24606,3.6722895910452387,2.183179586278921,138.55145359231437,21.711250712476236,5,5,32.97460885514997
67,2016-11-19,40/1KHY,150,19,24,39.249,1.651,64.62718,3.6361301660590266,2.140397632211436,142.72616164958345,21.92715781855916,5,5,32.64992234397314
68,2016-11-19,40/1KHY,150,19,24,38.02823,1.704,65.30099,3.6940320896042267,2.2091079881095355,136.11934797930715,21.58346166628513,5,5,33.16984138454105
69,2016-11-19,40/1KHY,150,19,24,38.38869,1.688,64.55289,3.676648176540739,2.188365027998264,138.05928840795346,21.68551250259029,5,5,33.013745924357785
70,2016-11-19,40/1KHY,150,19,24,37.8948,1.71,68.34869,3.7005298358055585,2.2168863977819298,135.40357195095777,21.545563348401913,5,5,33.22818663050189
71,2016-11-19,40/1KHY,150,19,24,38.38869,1.688,65.79271,3.676648176540739,2.188365027998264,138.05928840795346,21.68551250259029,5,5,33.013745924357785
72,2016-11-19,40/1KHY,150,19,24,39.63309,1.635,61.767,3.6184681392356866,2.11965472958749,144.8263523401584,22.034185995856532,5,5,32.491329615472374
73,2016-11-19,40/1KHY,150,19,24,38.89562,1.666,60.85233,3.6526105607822896,2.1598438761656626,140.80294552451292,21.828223587823175,5,5,32.79790483726648
74,2016-11-19,40/1KHY,150,19,24,38.91898,1.665,62.75048,3.6515142089507235,2.1585474919092604,140.9298100895949,21.834777420436417,5,5,32.788060359613716
75,2016-11-19,40/1KHY,150,19,24,38.29794,1.692,61.75503,3.681001653514775,2.193550532134801,137.57002426510886,21.659865304290324,5,5,33.05283712259247
76,2016-11-19,40/1KHY,150,19,24,38.64049,1.677,62.54252,3.6646491937132883,2.1741045899435196,139.41985600352956,21.756516322702034,5,5,32.90600339600172
77,2016-11-19,40/1KHY,150,19,24,38.82571,1.669,60.57155,3.6558975471551096,2.1637329147790645,140.42350269266356,21.80859801775437,5,5,32.82741969094803
78,2016-11-19,40/1KHY,150,19,24,39.0833,1.658,64.1185,3.6438299958116875,2.1494721957118936,141.82328209186664,21.880823224915467,5,5,32.71906146496304
79,2016-11-19,40/1KHY,150,19,24,39.51226,1.64,58.28438,3.623996622760683,2.1261367146973287,144.16455595784004,22.00057237891778,5,5,32.54097155608714
80,2016-11-20,40/1KHY,150,19,24,37.60888,1.723,65.91427,3.7145697665683954,2.2337401876010845,133.87401627899914,21.464127748408508,5,5,33.35425545317503
81,2016-11-20,40/1KHY,150,19,24,39.1305,1.656,62.49052,3.641631702010305,2.1468794589046056,142.08027470405372,21.89403172099648,5,5,32.6993223141003
82,2016-11-20,40/1KHY,150,19,24,37.78432,1.715,67.07182,3.705935995265264,2.223368494303104,134.81186234851748,21.514133029243826,5,5,33.27673018600662
83,2016-11-20,40/1KHY,150,19,24,38.27532,1.693,65.05399,3.6820891945089533,2.1948468795732254,137.4481623157625,21.653467851593657,5,5,33.062602485047655
84,2016-11-20,40/1KHY,150,19,24,39.51226,1.64,63.22115,3.623996622760683,2.1261367146973287,144.16455595784004,22.00057237891778,5,5,32.54097155608714
85,2016-11-20,40/1KHY,150,19,24,38.82571,1.669,61.58983,3.6558975471551096,2.1637329147790645,140.42350269266356,21.80859801775437,5,5,32.82741969094803
86,2016-11-20,40/1KHY,150,19,24,38.45704,1.685,66.77609,3.673379455637067,2.1844756296029715,138.42816859407654,21.7048091445191,5,5,32.98439508189751
87,2016-11-20,40/1KHY,150,19,24,39.20152,1.653,63.94631,3.6383314992783538,2.142990033719781,142.46725358965787,21.91389102829527,5,5,32.66968878669709
88,2016-11-20,40/1KHY,150,19,24,38.25272,1.694,63.43511,3.6831767371513937,2.1961436119226727,137.32644406950956,21.647074167194045,5,5,33.072367862303096
89,2016-11-20,40/1KHY,150,19,24,38.66355,1.676,63.45754,3.6635561821467086,2.172807894429422,139.5446797893926,21.763007317464194,5,5,32.89618891160757
90,2016-11-20,40/1KHY,150,19,24,39.95074,1.622,61.10306,3.6040541349214594,2.1028012664262703,146.57096067429518,22.122309214907922,5,5,32.361901872230916
91,2016-11-20,40/1KHY,150,19,24,37.52178,1.727,64.39366,3.71887861712132,2.238925409899708,133.409218883125,21.43925849930449,5,5,33.3929459371566
92,2016-11-20,40/1KHY,150,19,24,38.73288,1.673,61.18335,3.660275918564774,2.1689186723700034,139.92018727899972,21.782510874552546,5,5,32.86673442391688
93,2016-11-20,40/1KHY,150,19,24,38.64049,1.677,60.35997,3.6646491937132883,2.1741045899435196,139.41985600352956,21.756516322702034,5,5,32.90600339600172
94,2016-11-20,40/1KHY,150,19,24,38.96579,1.663,64.92183,3.6493202492596906,2.155954406844226,141.18414258882353,21.84790441895973,5,5,32.76836012605038
95,2016-11-20,40/1KHY,150,19,24,39.90155,1.624,57.63543,3.6062749611612808,2.1053935665824173,146.30034219027775,22.108685793144737,5,5,32.38184334873428
96,2016-11-20,40/1KHY,150,19,24,38.98923,1.662,66.03497,3.64822311388407,2.1546582650302835,141.31155642828207,21.854474770627633,5,5,32.75850861271646
97,2016-11-20,40/1KHY,150,19,24,37.8948,1.71,63.97971,3.7005298358055585,2.2168863977819298,135.40357195095777,21.545563348401913,5,5,33.22818663050189
98,2016-11-20,40/1KHY,150,19,24,38.54855,1.681,63.4336,3.669016766412212,2.1792899257343445,138.92255510143156,21.730617513085082,5,5,32.94522116405155
99,2016-11-20,40/1KHY,150,19,24,37.74031,1.717,61.91998,3.708096161974718,2.225961224660493,134.57639395597064,21.50159988233434,5,5,33.29612698207625
100,2016-11-21,40/1KHY,150,19,24,38.59447,1.679,60.03846,3.6668334044587474,2.176696989663718,139.17086106193597,21.74355668928154,5,5,32.92561609080781
101,2016-11-21,40/1KHY,150,19,24,38.91898,1.665,60.35614,3.6515142089507235,2.1585474919092604,140.9298100895949,21.834777420436417,5,5,32.788060359613716
102,2016-11-21,40/1KHY,150,19,24,39.65735,1.634,57.2421,3.617361188488542,2.118358051323819,144.95934821244492,22.040928689599266,5,5,32.48138996692232
103,2016-11-21,40/1KHY,150,19,24,39.41612,1.644,56.58227,3.6284135826410915,2.1313225824019884,143.63871109084582,21.97379052416765,5,5,32.58063278671027
104,2016-11-21,40/1KHY,150,19,24,38.87229,1.667,56.31996,3.6537064908429633,2.1611401506488725,140.67628190201853,21.82167620738609,5,5,32.80774552770969
105,2016-11-21,40/1KHY,150,19,24,38.41145,1.687,61.16957,3.6755587499243263,2.187068352448727,138.18208610312297,21.691940035414078,5,5,33.00396363032514
106,2016-11-21,40/1KHY,150,19,24,39.0833,1.658,63.21386,3.6438299958116875,2.1494721957118936,141.82328209186664,21.880823224915467,5,5,32.71906146496304
107,2016-11-21,40/1KHY,150,19,24,37.45671,1.73,60.42147,3.722107443509613,2.242814883279035,133.06233342702723,21.42066052903131,5,5,33.42193855458926
108,2016-11-21,40/1KHY,150,19,24,39.34433,1.647,55.33844,3.6317223833733006,2.135211520101287,143.24646828564875,21.953770575917023,5,5,32.61034351818152
109,2016-11-21,40/1KHY,150,19,24,38.94237,1.664,55.41526,3.650417437670315,2.1572510010732957,141.05687573256225,21.841337699417586,5,5,32.778212115601804
110,2016-11-21,40/1KHY,150,19,24,38.36596,1.689,59.64894,3.677737134550359,2.1896615298214006,137.93668889766474,21.67909154000693,5,5,33.02352401062702
111,2016-11-21,40/1KHY,150,19,24,37.67448,1.72,60.38507,3.7113343942004717,2.229850728309101,134.22443740122264,21.482839197834164,5,5,33.32520405739372
112,2016-11-21,40/1KHY,150,19,24,38.77924,1.671,57.02515,3.658087361781532,2.1663257626159425,140.17147147877202,21.795542892986173,5,5,32.847082704711326
113,2016-11-21,40/1KHY,150,19,24,39.63309,1.635,55.02427,3.6184681392356866,2.11965472958749,144.8263523401584,22.034185995856532,5,5,32.491329615472374
114,2016-11-21,40/1KHY,150,19,24,39.53637,1.639,57.28599,3.6228914646077217,2.1248401577248157,144.296527817319,22.007283623836905,5,5,32.53104800378728
115,2016-11-21,40/1KHY,150,19,24,38.54855,1.681,59.74419,3.669016766412212,2.1792899257343445,138.92255510143156,21.730617513085082,5,5,32.94522116405155
116,2016-11-21,40/1KHY,150,19,24,38.16261,1.698,64.12901,3.6875225532589067,2.201329171842981,136.84149049534648,21.62156267479296,5,5,33.11139027127952
117,2016-11-21,40/1KHY,150,19,24,38.64049,1.677,58.75175,3.6646491937132883,2.1741045899435196,139.41985600352956,21.756516322702034,5,5,32.90600339600172
118,2016-11-21,40/1KHY,150,19,24,38.70974,1.674,57.69643,3.661369779317617,2.170215213707627,139.7948182318252,21.776003191586828,5,5,32.87655653341363
119,2016-11-21,40/1KHY,150,19,24,37.93917,1.708,61.58002,3.6983653110829073,2.214293740919126,135.64145213849295,21.558173218062795,5,5,33.208750702501874
120,2016-11-22,40/1KHY,150,19,24,38.66355,1.676,60.91504,3.6635561821467086,2.172807894429422,139.5446797893926,21.763007317464194,5,5,32.89618891160757
121,2016-11-22,40/1KHY,150,19,24,39.51226,1.64,56.73919,3.623996622760683,2.1261367146973287,144.16455595784004,22.00057237891778,5,5,32.54097155608714
122,2016-11-22,40/1KHY,150,19,24,39.20152,1.653,57.49927,3.6383314992783538,2.142990033719781,142.46725358965787,21.91389102829527,5,5,32.66968878669709
123,2016-11-22,40/1KHY,150,19,24,39.75467,1.63,57.80846,3.612930799484033,2.1131722805563893,145.49327553833314,22.067956577354412,5,5,32.44160815209593
124,2016-11-22,40/1KHY,150,19,24,38.91898,1.665,60.8537,3.6515142089507235,2.1585474919092604,140.9298100895949,21.834777420436417,5,5,32.788060359613716
125,2016-11-22,40/1KHY,150,19,24,39.05974,1.659,56.3871,3.6449287703182374,2.150768711380738,141.69506161455874,21.874227186348776,5,5,32.728927696553775
126,2016-11-22,40/1KHY,150,19,24,38.25272,1.694,60.80083,3.6831767371513937,2.1961436119226727,137.32644406950956,21.647074167194045,5,5,33.072367862303096
127,2016-11-22,40/1KHY,150,19,24,38.80246,1.67,58.20096,3.6569926695916704,2.16502939933877,140.29738686824678,21.80206721850018,5,5,32.83725312948787
128,2016-11-22,40/1KHY,150,19,24,39.68163,1.633,58.17504,3.616254341707897,2.1170618915268014,145.0924944628506,22.047674877410547,5,5,32.47145125191919
129,2016-11-22,40/1KHY,150,19,24,38.66355,1.676,60.143,3.6635561821467086,2.172807894429422,139.5446797893926,21.763007317464194,5,5,32.89618891160757
130,2016-11-22,40/1KHY,150,19,24,39.20152,1.653,61.55191,3.6383314992783538,2.142990033719781,142.46725358965787,21.91389102829527,5,5,32.66968878669709
131,2016-11-22,40/1KHY,150,19,24,39.51226,1.64,57.06987,3.623996622760683,2.1261367146973287,144.16455595784004,22.00057237891778,5,5,32.54097155608714
132,2016-11-22,40/1KHY,150,19,24,39.51226,1.64,57.66485,3.623996622760683,2.1261367146973287,144.16455595784004,22.00057237891778,5,5,32.54097155608714
133,2016-11-22,40/1KHY,150,19,24,39.22525,1.652,60.20036,3.6372307966915014,2.1416935944746474,142.59663350258788,21.920522632911837,5,5,32.65980524228495
134,2016-11-22,40/1KHY,150,19,24,38.5715,1.68,65.87287,3.667925073532379,2.1779932506297826,139.0466355323244,21.737085246186986,5,5,32.93541852054811
135,2016-11-22,40/1KHY,150,19,24,38.32058,1.691,60.31757,3.679914115301796,2.19225457095552,137.692030002401,21.66626652194605,5,5,33.04307178511051
136,2016-11-22,40/1KHY,150,19,24,38.02823,1.704,69.50163,3.6940320896042267,2.2091079881095355,136.11934797930715,21.58346166628513,5,5,33.16984138454105
137,2016-11-22,40/1KHY,150,19,24,38.14015,1.699,62.82267,3.6886081489775986,2.202625492208779,136.7207044318493,21.61519922415706,5,5,33.12113816651251
138,2016-11-22,40/1KHY,150,19,24,39.68163,1.633,62.92341,3.616254341707897,2.1170618915268014,145.0924944628506,22.047674877410547,5,5,32.47145125191919
139,2016-11-22,40/1KHY,150,19,24,38.66355,1.676,63.25755,3.6635561821467086,2.172807894429422,139.5446797893926,21.763007317464194,5,5,32.89618891160757
140,2016-11-22,40/1KHY,150,19,24,38.52563,1.682,62.34489,3.6701080056799875,2.180586447688634,138.79867372513613,21.724156312731687,5,5,32.95501973443392
141,2016-11-22,40/1KHY,150,19,24,38.80246,1.67,62.34987,3.6569926695916704,2.16502939933877,140.29738686824678,21.80206721850018,5,5,32.83725312948787
142,2016-11-22,40/1KHY,150,19,24,39.05974,1.659,62.88801,3.6449287703182374,2.150768711380738,141.69506161455874,21.874227186348776,5,5,32.728927696553775
143,2016-11-22,40/1KHY,150,19,24,39.5605,1.638,62.27456,3.621786401405004,2.123544107548354,144.42864944723743,22.013998387389783,5,5,32.52112530407463
144,2016-11-22,40/1KHY,150,19,24,39.1305,1.656,62.60671,3.641631702010305,2.1468794589046056,142.08027470405372,21.89403172099648,5,5,32.6993223141003
145,2016-11-22,40/1KHY,150,19,24,38.43423,1.686,60.90907,3.674469335116262,2.1857720752221828,138.3050281390023,21.698371309847197,5,5,32.99418144232327
146,2016-11-22,40/1KHY,150,19,24,39.48818,1.641,58.39497,3.6251014158784485,2.1274332386720953,144.0327884932715,21.99386744072083,5,5,32.55089183062459
147,2016-11-22,40/1KHY,150,19,24,39.63309,1.635,60.14352,3.6184681392356866,2.11965472958749,144.8263523401584,22.034185995856532,5,5,32.491329615472374
148,2016-11-22,40/1KHY,150,19,24,39.41612,1.644,56.26541,3.6284135826410915,2.1313225824019884,143.63871109084582,21.97379052416765,5,5,32.58063278671027
149,2016-11-22,40/1KHY,150,19,24,39.17781,1.654,58.93361,3.6394322728048927,2.144286948828091,142.338021823657,21.90726300796154,5,5,32.679572968098306
150,2016-11-22,40/1KHY,150,19,24,40.12391,1.615,62.28154,3.596268391806564,2.0937258274845765,147.52497973193633,22.17020291968479,5,5,32.291991308944624
151,2016-11-22,40/1KHY,150,19,24,40.12391,1.615,56.18711,3.596268391806564,2.0937258274845765,147.52497973193633,22.17020291968479,5,5,32.291991308944624
152,2016-11-22,40/1KHY,150,19,24,39.17781,1.654,60.0647,3.6394322728048927,2.144286948828091,142.338021823657,21.90726300796154,5,5,32.679572968098306
153,2016-11-22,40/1KHY,150,19,24,40.34876,1.606,62.57581,3.586233998672879,2.082058201210314,148.7667861772096,22.232235829983455,5,5,32.20188943095305
154,2016-11-22,40/1KHY,150,19,24,38.77924,1.671,59.0099,3.658087361781532,2.1663257626159425,140.17147147877202,21.795542892986173,5,5,32.847082704711326
155,2016-11-22,40/1KHY,150,19,24,40.14877,1.614,54.81861,3.595154820007713,2.0924293986258276,147.66210641068142,22.17706997103089,5,5,32.28199220795085
156,2016-11-22,40/1KHY,150,19,24,38.82571,1.669,59.84227,3.6558975471551096,2.1637329147790645,140.42350269266356,21.80859801775437,5,5,32.82741969094803
157,2016-11-22,40/1KHY,150,19,24,39.87699,1.625,54.87946,3.6073853318260825,2.106690265906897,146.165287908921,22.10188063265206,5,5,32.39181370576858
158,2016-11-22,40/1KHY,150,19,24,39.05974,1.659,63.37675,3.6449287703182374,2.150768711380738,141.69506161455874,21.874227186348776,5,5,32.728927696553775
159,2016-11-22,40/1KHY,150,19,24,40.4495,1.602,53.63662,3.581765433734385,2.0768728084813572,149.3242797643005,22.25997248425972,5,5,32.161764822765846
160,2016-11-23,40/1KHY,150,19,24,37.87265,1.711,61.55575,3.7016118138914247,2.2181829543659255,135.28487159590313,21.539265597972463,5,5,33.237902041905784
161,2016-11-23,40/1KHY,150,19,24,38.0953,1.701,65.52511,3.690778828986696,2.2052186665196665,136.4796151636644,21.602486546691797,5,5,33.14062936470783
162,2016-11-23,40/1KHY,150,19,24,37.8948,1.71,61.33132,3.7005298358055585,2.2168863977819298,135.40357195095777,21.545563348401913,5,5,33.22818663050189
163,2016-11-23,40/1KHY,150,19,24,38.73288,1.673,62.66643,3.660275918564774,2.1689186723700034,139.92018727899972,21.782510874552546,5,5,32.86673442391688
164,2016-11-23,40/1KHY,150,19,24,38.20761,1.696,63.5397,3.68535037599783,2.1987364995263157,137.08359980078166,21.63430661010424,5,5,33.09188562880178
165,2016-11-23,40/1KHY,150,19,24,37.7623,1.716,66.67618,3.707016342830462,2.2246649877435076,134.6940307455446,21.507863097016404,5,5,33.28643095646788
166,2016-11-23,40/1KHY,150,19,24,38.61747,1.678,60.73686,3.6657412856645943,2.17540058079068,139.29528588165113,21.750034655144802,5,5,32.91580962288971
167,2016-11-23,40/1KHY,150,19,24,39.20152,1.653,62.29886,3.6383314992783538,2.142990033719781,142.46725358965787,21.91389102829527,5,5,32.66968878669709
168,2016-11-23,40/1KHY,150,19,24,38.52563,1.682,60.94183,3.6701080056799875,2.180586447688634,138.79867372513613,21.724156312731687,5,5,32.95501973443392
169,2016-11-23,40/1KHY,150,19,24,38.96579,1.663,65.43884,3.6493202492596906,2.155954406844226,141.18414258882353,21.84790441895973,5,5,32.76836012605038
